"ID"	"SourceDatabase"	"OwnerOfSourceDatabase"	"TaxonID"	"TaxonClassis"	"TaxonOrdo"	"TaxonFamilia"	"TaxonGenus"	"TaxonSpecies"	"Author&Year"	"Species_source"	"Species_valid"	"TaxonRank"	"Lineage"	"Date"	"Surveyers/legit"	"LatitudeY"	"LongitudeX"	"GeoreferenceProtocol"	"Altitude"	"AltuitudeDetermination"	"LocalityID"	"LocalityName"	"LocalityMunicipality"	"LocalityProvince"	"LocalityRegion"	"LocalityCountry"	"HabitatType"	"HabitatType_syncronized"	"TaxonEcology"	"Reference"	"SourceType"	"Rights"	"Input.into.DB.-.name"
385	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Cryptocandona"	"vavrai"	"Kaufmann, 1900"	"Cryptocandona vavrai Kaufmann, 1900"	"Cryptocandona vavrai Kaufmann, 1900"	"SPECIES"				45,569511	6,154189	"WGS84"	"400"	"provided"		"Source de la Leysse"	"St Pierre d'Albigny"	"Savoie"		"France"	"spring"	"Spring"	"stygophile"	"Unpublished Data: P. Marmonier"	"Unpublished Data: P. Marmonier"	"P. Marmonier: Lyon: France"	"Marmonier P."
386	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Cryptocandona"	"vavrai"	"Kaufmann, 1900"	"Cryptocandona vavrai Kaufmann, 1900"	"Cryptocandona vavrai Kaufmann, 1900"	"SPECIES"				48,533849	-1,563876	"WGS84"	"40"	"provided"		"Source du Petit Hermittage"	"Pleine-Fougères"	"Ille et Vilaine"	"Bretagne"	"France"	"spring"	"Spring"	"stygophile"	"Unpublished Data: P. Marmonier"	"Unpublished Data: P. Marmonier"	"P. Marmonier: Lyon: France"	"Marmonier P."
387	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Cryptocandona"	"vavrai"	"Kaufmann, 1900"	"Cryptocandona vavrai Kaufmann, 1900"	"Cryptocandona vavrai Kaufmann, 1900"	"SPECIES"				44,37274	10,08662	"WGS84"	"1124"	"provided"		"Spring Cirone and Lagdei"	"Monchio delle Corti"	"Emilie-Romagne"		"Italy"	"spring"	"Spring"	"stygophile"	"Bottazzi E., Bruno M.C., Pieri V., Di Sabatino A., Silveri L., Carolli M., Rossetti G. (2011). Spatial and seasonal distribution of invertebrates in Northern Apennine rheocrene springs. J. Limnol, 70: 77-92."	"Literature: P. Marmonier"		"Marmonier P."
388	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Cryptocandona"	"vavrai"	"Kaufmann, 1900"	"Cryptocandona vavrai Kaufmann, 1900"	"Cryptocandona vavrai Kaufmann, 1900"	"SPECIES"				41,02742	-2,27713	"WGS84"	"1177"	"provided"		"Tage River"	"Luzon"			"Spain"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygophile"	"Iepure S., Meffe R., Carreno F., Rasines R.L., de Bustamante I. (2014). Geochemical, geological and hydrological influence on ostracod assembalges distribution in the hyporheic zone of two mediterranean rivers in central Spain. Int. Rev. Hydrobiol., 99: 435-449."	"Literature: P. Marmonier"	"P. Marmonier: Lyon: France"	"Marmonier P."
389	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Cryptocandona"	"vavrai"	"Kaufmann, 1900"	"Cryptocandona vavrai Kaufmann, 1900"	"Cryptocandona vavrai Kaufmann, 1900"	"SPECIES"				40,53067	-3,02903	"WGS84"	"704"	"provided"		"Tage River"	"Armuna de Tajuna"			"Spain"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygophile"	"Iepure S., Meffe R., Carreno F., Rasines R.L., de Bustamante I. (2014). Geochemical, geological and hydrological influence on ostracod assembalges distribution in the hyporheic zone of two mediterranean rivers in central Spain. Int. Rev. Hydrobiol., 99: 435-449."	"Literature: P. Marmonier"	"P. Marmonier: Lyon: France"	"Marmonier P."
390	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Cryptocandona"	"vavrai"	"Kaufmann, 1900"	"Cryptocandona vavrai Kaufmann, 1900"	"Cryptocandona vavrai Kaufmann, 1900"	"SPECIES"				42,27982	23,52077	"WGS84"				"Iskar River: site 6"				"Bulgaria"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygophile"	"Kenderov L. and Apostolov A. 2008. Composition and structure of hyporheal crustacean complex of Iskar River valley in different environmental conditions. Natura Montenegrina, Podgorica 7 (2): 145-167."	"Literature: P. Marmonier"		"Marmonier P."
391	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyclocyprididae"	"Cypria"	"cavernae"	"Wagenleitner, 1990"	"Cypria cavernae Wagenleitner, 1990"	"Cypria cavernae Wagenleitner, 1990"	"SPECIES"				45,787516	13,5913064	"WGS84"				"Pozzo presso San Giovanni di Duino (226 VG), Pozzo presso San Giovanni di Duino (226 VG)"	"San Giovanni al timavo"	"Friuli - Venezia Giulia/Trieste"		"Italy"	"Karst: saturated zone"	"Cave"	"stygobiont"	"Stoch F. & Dolce S.. 1994. Progetto Timavo: risultati delle indagini sulla fauna delle acque sotterranee. Atti Mem. Comm. Grotte E. Boegan, Trieste, 31: 59-71"	"Pascalis project Database: Europe"		"Marmonier P."
393	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyclocyprididae"	"Cypria"	"cavernae"	"Wagenleitner, 1990"	"Cypria cavernae Wagenleitner, 1990"	"Cypria cavernae Wagenleitner, 1990"	"SPECIES"				45,7785184	13,5915331	"WGS84"	"160"	"provided"		"Grotta Nuova del Villaggio del Pescatore (5842 VG), Grotta Nuova del Villaggio del Pescatore (5842 VG)"	"Duino"	"Friuli - Venezia Giulia/Trieste"		"Italy"	"Karst: saturated zone/Cave"	"Cave"	"stygobiont"	"Stoch F. & Dolce S.. 1994. Progetto Timavo: risultati delle indagini sulla fauna delle acque sotterranee. Atti Mem. Comm. Grotte E. Boegan, Trieste, 31: 59-71"	"Pascalis project Database: Europe"		"Marmonier P."
394	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyclocyprididae"	"Cypria"	"cavernae"	"Wagenleitner, 1990"	"Cypria cavernae Wagenleitner, 1990"	"Cypria cavernae Wagenleitner, 1990"	"SPECIES"				45,81405518	13,5940733	"WGS84"				"Cavernetta presso Comarie"	"Doberdo del Lago"	"Gorizia/Gorica"		"Italy"	"cave"	"Cave"	"stygobiont"	"Gasparo 1995"	"SubBioDatabase (MZagmajster-CFišer)"	"M. Zagmajster C.Fišer: Ljubljana, Slovenia"	"Marmonier P."
396	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Cyclocyprididae"	"Cypria"	"karamani"	"Petkovski, 1976"	"Cypria karamani Petkovski, 1976"	"Cypria karamani Petkovski, 1976"	"SPECIES"				41,032799	21,34029	"WGS84"	"608"	"provided"		"Well at Bitola, Yugoslav Macedonia."	"Bitola"	"I 8b"	"Bitola"	"Macedonia"	"Well"	"Well"	"stygobiont"	"Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278."	"Literature: D. Eme"		"Marmonier P."
397	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Limnocytheridae"	"Dolekiella"	"europaea"	"Gido et al., 2007"	"Dolekiella europaea Gido et al., 2007"	"Dolekiella europaea Gido et al., 2007"	"SPECIES"				42,5467	2,65968	"WGS84"	"486"	"provided"		"Can Villaseque, "	"66-Calmeilles"	"Pyrenees-Orientales"		"France"	"Well"	"Well"	"stygobiont"	"Gido Z., Artheau M., Colin J.P., Danielopol D.L. & Marmonier P. (2007). Description of the stygobiotic crustacean Dlekiella europeana gen. nov. sp. nov. (Ostracoda, Limnocytheridae) from southern France. Vie et Milieu, 57: 109-116."	"Literature: P. Marmonier"		"Marmonier P."
404	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Limnocytheridae"	"Dolekiella"	"europaea"	"Gido et al., 2007"	"Dolekiella europaea Gido et al., 2007"	"Dolekiella europaea Gido et al., 2007"	"SPECIES"				42,45445	2,66312	"WGS84"	"294"	"provided"		"PP Arles radier, "	"66-Arles-sur-Tech"	"Pyrenees-Orientales"		"France"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Gido Z., Artheau M., Colin J.P., Danielopol D.L. & Marmonier P. (2007). Description of the stygobiotic crustacean Dlekiella europeana gen. nov. sp. nov. (Ostracoda, Limnocytheridae) from southern France. Vie et Milieu, 57: 109-116."	"Literature: P. Marmonier"		"Marmonier P."
405	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Limnocytheridae"	"Dolekiella"	"europaea"	"Gido et al., 2007"	"Dolekiella europaea Gido et al., 2007"	"Dolekiella europaea Gido et al., 2007"	"SPECIES"				42,6849	2,70565	"WGS84"	"97"	"provided"		"Salvayre voie ferree, "	"66-Millas"	"Pyrenees-Orientales"		"France"	"Well"	"Well"	"stygobiont"	"Gido Z., Artheau M., Colin J.P., Danielopol D.L. & Marmonier P. (2007). Description of the stygobiotic crustacean Dlekiella europeana gen. nov. sp. nov. (Ostracoda, Limnocytheridae) from southern France. Vie et Milieu, 57: 109-116."	"Literature: P. Marmonier"		"Marmonier P."
406	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Limnocytheridae"	"Dolekiella"	"europaea"	"Gido et al., 2007"	"Dolekiella europaea Gido et al., 2007"	"Dolekiella europaea Gido et al., 2007"	"SPECIES"				42,50124	2,75512	"WGS84"	"138"	"provided"		"P46 PN23 Passageniveau, "	"66-Ceret"	"Pyrenees-Orientales"		"France"	"Well"	"Well"	"stygobiont"	"Gido Z., Artheau M., Colin J.P., Danielopol D.L. & Marmonier P. (2007). Description of the stygobiotic crustacean Dlekiella europeana gen. nov. sp. nov. (Ostracoda, Limnocytheridae) from southern France. Vie et Milieu, 57: 109-116."	"Literature: P. Marmonier"		"Marmonier P."
407	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Fabaeformiscandona"	"angusta"	"Ostermayer, 1937"	"Fabaeformiscandona angusta (Ostermayer, 1937)"	"Fabaeformiscandona angusta (Ostermayer, 1937)"	"SPECIES"				51,532672	10,773212	"WGS84"				"Woffleben, Ilfeld, Nordhausen"	"Woffleben, Ilfeld, Nordhausen"			"Germany"	"Karst"		"stygophile"	"Spangenberg H.-J. 1973. Faunistisch-okologische Untersuchungen an Gewassern von Gipsholen und im Grundwasser des Sudharzes und Kyffhausers. Int. Revue. ges. Hydrobiol. 58 (4): 501-542."	"Literature: F. Malard"		"Marmonier P."
417	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Fabaeformiscandona"	"angusta"	"Ostermayer, 1937"	"Fabaeformiscandona angusta (Ostermayer, 1937)"	"Fabaeformiscandona angusta (Ostermayer, 1937)"	"SPECIES"				51,728459	10,253821	"WGS84"	"223"	"provided"		"Harz"			"Saxonia"	"Germany"	"spring"	"Spring"	"stygophile"	"Meisch C. (2000). Freshwater Ostracoda of western and central europe. Spektrum Akademischer Verlag, 522 p."	"Literature: P. Marmonier"		"Marmonier P."
418	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Fabaeformiscandona"	"angusta"	"Ostermayer, 1937"	"Fabaeformiscandona angusta (Ostermayer, 1937)"	"Fabaeformiscandona angusta (Ostermayer, 1937)"	"SPECIES"				48	8	"WGS84"				"Springs in the Black Forest"			"Black Forest"	"Germany"	"spring"	"Spring"	"stygophile"	"Meisch C. (2000). Freshwater Ostracoda of western and central europe. Spektrum Akademischer Verlag, 522 p."	"Literature: P. Marmonier"		"Marmonier P."
419	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Fabaeformiscandona"	"angusta"	"Ostermayer, 1937"	"Fabaeformiscandona angusta (Ostermayer, 1937)"	"Fabaeformiscandona angusta (Ostermayer, 1937)"	"SPECIES"				51,1338	11,243249	"WGS84"	"160"	"provided"		"Spring near Vogelsberg"	"Vogelsberg"		"Hesse"	"Germany"	"spring"	"Spring"	"stygophile"	"Meisch C. (2000). Freshwater Ostracoda of western and central europe. Spektrum Akademischer Verlag, 522 p."	"Literature: P. Marmonier"		"Marmonier P."
420	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Fabaeformiscandona"	"bilobata"	"Klie, 1938"	"Fabaeformiscandona bilobata (Klie, 1938)"	"Fabaeformiscandona bilobata (Klie, 1938)"	"Species"				47,715816	11,380959	"WGS84"				"Several localities, West Germany, and Austria."		"II 4"		"Germany"			"stygobiont"	"Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278."	"Literature: D. Eme"		"Marmonier P."
421	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Fabaeformiscandona"	"bilobata"	"Klie, 1938"	"Fabaeformiscandona bilobata (Klie, 1938)"	"Fabaeformiscandona bilobata (Klie, 1938)"	"Species"				48,832721	11,47631	"WGS84"	"471"	"provided"		"Several localities, West Germany, and Austria."		"II 5"	"Bavaria"	"Germany"			"stygobiont"	"Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278."	"Literature: D. Eme"		"Marmonier P."
422	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Fabaeformiscandona"	"bilobata"	"Klie, 1938"	"Fabaeformiscandona bilobata (Klie, 1938)"	"Fabaeformiscandona bilobata (Klie, 1938)"	"Species"				47,861814	15,038752	"WGS84"	"600"	"provided"		"Seebach, Lunz"	"Lunz"		"Niederosterreich"	"Austria"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Marmonier P., Danielopol D. 1988. Decouverte de Nannocandona faba Eckamn (Ostracoda, Candoninae) en Basse Autriche. Son origine et son adaptation au mileiu interstitiel. Vie Milieu 38 : 35-48"	"Literature: F. Malard"		"Marmonier P."
423	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Fabaeformiscandona"	"bilobata"	"Klie, 1938"	"Fabaeformiscandona bilobata (Klie, 1938)"	"Fabaeformiscandona bilobata (Klie, 1938)"	"Species"				49,203213	9,341007	"WGS84"				"Wells in Baden-Wurttenberg"			"Baden-Wurttemberg"	"Germany"	"Well"	"Well"	"stygobiont"	"Hahn H.J. & Fuchs A. (2009). Distribution patterns of groundwater communities across aquifer types in south-western Germany. Freshwater Biology. 54: 848-860."	"Literature: P. Marmonier"		"Marmonier P."
424	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Fabaeformiscandona"	"bilobata"	"Klie, 1938"	"Fabaeformiscandona bilobata (Klie, 1938)"	"Fabaeformiscandona bilobata (Klie, 1938)"	"Species"				48,318797	7,70459	"WGS84"	"160"	"provided"		"Source de la Lutter"	"Rhinau"		"Rhin "	"France"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Unpublished Data: P. Marmonier"	"Unpublished Data: P. Marmonier"	"P. Marmonier: Lyon: France"	"Marmonier P."
425	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Fabaeformiscandona"	"bilobata"	"Klie, 1938"	"Fabaeformiscandona bilobata (Klie, 1938)"	"Fabaeformiscandona bilobata (Klie, 1938)"	"Species"				48,828867	8,256238	"WGS84"	"126"	"provided"		"Intertitial of the Rhine River"	"Kuppenheim"			"Germany"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Unpublished Data: P. Marmonier"	"Unpublished Data: P. Marmonier"	"P. Marmonier: Lyon: France"	"Marmonier P."
426	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Fabaeformiscandona"	"bilobata"	"Klie, 1938"	"Fabaeformiscandona bilobata (Klie, 1938)"	"Fabaeformiscandona bilobata (Klie, 1938)"	"Species"				49,861456	8,567654	"WGS84"	"101"	"provided"		"Interstitial of the Rhine River"	"Griesheim"			"Germany"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Unpublished Data: P. Marmonier"	"Unpublished Data: P. Marmonier"	"P. Marmonier: Lyon: France"	"Marmonier P."
427	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Fabaeformiscandona"	"bilobatoides"	"Löffler, 1961"	"Fabaeformiscandona bilobatoides (Loffler, 1961)"	"Fabaeformiscandona bilobatoides (Löffler, 1961)"	"Species"				47,740474	8,381365	"WGS84"	"707"	"provided"		"River bank, gravel bars, Wütach, West-Germany (upper Danube Valley)."		"II 5"	"Baden-Wurttemberg"	"Germany"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278."	"Literature: D. Eme"		"Marmonier P."
428	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Fabaeformiscandona"	"bilobatoides"	"Löffler, 1961"	"Fabaeformiscandona bilobatoides (Loffler, 1961)"	"Fabaeformiscandona bilobatoides (Löffler, 1961)"	"Species"				47,837297	7,926082	"WGS84"	"885"	"provided"		"River bank, gravel bars, Hasbach, West-Germany (upper Danube Valley)."	"Todnau"	"II 5"	"Baden-Wurttemberg"	"Germany"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Danielopol D.L. and Hartmann G. 1986. Ostracoda: Part I: stygobiont ostracoda from inalnd subterranean waters. In: Stygofauna Mundi (L. Botosaneanu ed.). E.J. Brill/Dr. W. Backhuys. Leiden.. 265-278."	"Literature: D. Eme"		"Marmonier P."
429	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Fabaeformiscandona"	"breuili"	"Paris, 1920"	"Fabaeformiscandona breuili (Paris, 1920)"	"Fabaeformiscandona breuili (Paris, 1920)"	"SPECIES"				44,121354	7,091696	"WGS84"	"663"	"provided"		"Haute vallee de la Tinee, Pont St Paul"	"Saint Sauveur de Tinée"	"Alpes Maritimes"		"France"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Dole-Olivier M.-J., Galassi D.M.P., Fiers F., Malard F., Martin P., and Marmonier P. (2015). Biodiversity in mountain groundwater: the Mercantour National Park (France) as a European hotspot. Zoosystema, 37: 529-550."	"ATBI Mercantour Database, France, 2009-2010"	"M.-J. DOLE-OLIVIER, D. MARTIN: LYON, France"	"Marmonier P."
430	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Fabaeformiscandona"	"breuili"	"Paris, 1920"	"Fabaeformiscandona breuili (Paris, 1920)"	"Fabaeformiscandona breuili (Paris, 1920)"	"SPECIES"				44,319895	6,887292	"WGS84"	"1651"	"provided"		"Haute vallee de la Tinee, Salso (confluence)"	"Saint Dalmas le Selvage"	"Alpes Maritimes"		"France"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Dole-Olivier M.-J., Galassi D.M.P., Fiers F., Malard F., Martin P., and Marmonier P. (2015). Biodiversity in mountain groundwater: the Mercantour National Park (France) as a European hotspot. Zoosystema, 37: 529-550."	"ATBI Mercantour Database, France, 2009-2010"	"M.-J. DOLE-OLIVIER, D. MARTIN: LYON, France"	"Marmonier P."
431	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Fabaeformiscandona"	"breuili"	"Paris, 1920"	"Fabaeformiscandona breuili (Paris, 1920)"	"Fabaeformiscandona breuili (Paris, 1920)"	"SPECIES"				44,19962647	6,74391401	"WGS84"	"1661"	"provided"		"Haute vallee du Var, Entraunes"	"Entraunes"	"Alpes Maritimes"		"France"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Dole-Olivier M.-J., Galassi D.M.P., Fiers F., Malard F., Martin P., and Marmonier P. (2015). Biodiversity in mountain groundwater: the Mercantour National Park (France) as a European hotspot. Zoosystema, 37: 529-550."	"ATBI Mercantour Database, France, 2009-2010"	"M.-J. DOLE-OLIVIER, D. MARTIN: LYON, France"	"Marmonier P."
432	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Fabaeformiscandona"	"breuili"	"Paris, 1920"	"Fabaeformiscandona breuili (Paris, 1920)"	"Fabaeformiscandona breuili (Paris, 1920)"	"SPECIES"				44,20224792	6,63549577	"WGS84"	"1300"	"provided"		"Haut Verdon 3 aval pont la Chaumie"	"COLMARS"	"Alpes Maritimes"		"France"	"Hyporheic"	"Interstitial - Hyporheic zone"	"stygobiont"	"Dole-Olivier M.-J., Galassi D.M.P., Fiers F., Malard F., Martin P., and Marmonier P. (2015). Biodiversity in mountain groundwater: the Mercantour National Park (France) as a European hotspot. Zoosystema, 37: 529-550."	"ATBI Mercantour Database, France, 2009-2010"	"M.-J. DOLE-OLIVIER, D. MARTIN: LYON, France"	"Marmonier P."
433	"European Groundwater Crustacea Database"	"Marmonier Pierre"		"Ostracoda"	"Podocopida"	"Candonidae"	"Fabaeformiscandona"	"breuili"	"Paris, 1920"	"Fabaeformiscandona breuili (Paris, 1920)"	"Fabaeformiscandona breuili (Paris, 1920)"	"SPECIES"				44,22131168	6,68411376	"WGS84"	"1943"	"provided"		"Infiltres"	"COLMARS"	"Alpes Maritimes"		"France"	"spring"	"Spring"	"stygobiont"	"Dole-Olivier M.-J., Galassi D.M.P., Fiers F., Malard F., Martin P., and Marmonier P. (2015). Biodiversity in mountain groundwater: the Mercantour National Park (France) as a European hotspot. Zoosystema, 37: 529-550."	"ATBI Mercantour Database, France, 2009-2010"	"M.-J. DOLE-OLIVIER, D. MARTIN: LYON, France"	"Marmonier P."
