Modif_taxonomy_FM	ID	order	family	subfamily	genus	subgenus	specificEpithet	infraspecificEpithet	scientificName	scientificNameAuthorship	acceptedNameUsage	namePublishedInYear	country	Locality	locationRemarks	habitat	decimalLongitude	decimalLatitude	geodeticDatum	Easting_EPSG3035	Northing_EPSG3035	Coord.Uncertainty	Coord.Validator	associatedReferences	PublicationYear	source	researchGroup	Habitat_Florian	Access_Florian	order_FM	family_FM	subfamily_FM	genus_FM	subgenus_FM	specificEpithet_FM	infraspecificEpithet_FM	scientificName_FM	FM_dwc_identificationQualifier	FM_identification_addendum	scientificNameAuthorship_FM	acceptedNameUsage_FM	namePublishedInYear_FM
	2173	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	racovitzai	Speocyclops racovitzai racovitzai	(Chappuis, 1923)	Speocyclops racovitzai racovitzai (Chappuis, 1923)	1923	France	'Cap de tir' spring, Moulis, Ariäge Department	spring	NULL	1.087	42.942	EPSG: 4326	3593327.203	2247083.993	0.1 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1968) Graeteriella brehmi n.sp., nouveau cyclopide des PyrÇnÇes AriÇgeoises. Ann. SpÇlÇol., 23(1): 177-183	1968	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Spring	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	racovitzai	Speocyclops racovitzai racovitzai			(Chappuis, 1923)	Speocyclops racovitzai racovitzai (Chappuis, 1923)	1923
	1520	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	phreatica	NULL	Elaphoidella phreatica	(Chappuis, 1925)	Elaphoidella phreatica (Chappuis, 1925)	1925	France	Source Pont Martin 2 - Bettant	karstSaturated Zone	Karst:saturated	5.386	45.926	EPSG: 4326	3962908.182	2545897.299	0.1 km	Emma Galmarini	Stoch F., Malard F., Castellarini F., Dole-Olivier M-J. and J. Gibert (2004). Statistical analyses and identification of indicators. European Project 'PASCALIS' (EVK-CT-2001-00121), Report for WP7 - D8 Deliverable, 156 p.	2004	Pascalis project Database: Region: Jura: France	F. Malard, M.-J. Dole-Olivier: Lyon: France	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Spring	Harpacticoida	Canthocamptidae	Canthocamptinae	Elaphoidella	NULL	phreatica	NULL	Elaphoidella phreatica			(Chappuis, 1925)	Elaphoidella phreatica (Chappuis, 1925)	1925
	2175	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	sandetsi	Speocyclops racovitzai sandetsi	Kiefer, 1954	Speocyclops racovitzai sandetsi Kiefer, 1954	1954	France	Cigaläre des Trinquets	NULL	NULL	1.157	42.931	EPSG: 4326	3598877.998	2245196.532	0.5 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1973) Sur la biologie et ecologie des CopÇpodes Cyclopides hypogÇs (CrustacÇs). Ann. SpÇlÇol., 28(3): 429-502. 28(4): 581-674	1973	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	sandetsi	Speocyclops racovitzai sandetsi			Kiefer, 1954	Speocyclops racovitzai sandetsi Kiefer, 1954	1954
	2176	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	sandetsi	Speocyclops racovitzai sandetsi	Kiefer, 1954	Speocyclops racovitzai sandetsi Kiefer, 1954	1954	France	Grotte du Tuc des Mandres	cave	NULL	1.148	42.944	EPSG: 4326	3598305.495	2246715.619	2 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1973) Sur la biologie et ecologie des CopÇpodes Cyclopides hypogÇs (CrustacÇs). Ann. SpÇlÇol., 28(3): 429-502. 28(4): 581-674	1973	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	sandetsi	Speocyclops racovitzai sandetsi			Kiefer, 1954	Speocyclops racovitzai sandetsi Kiefer, 1954	1954
	2177	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	sandetsi	Speocyclops racovitzai sandetsi	Kiefer, 1954	Speocyclops racovitzai sandetsi Kiefer, 1954	1954	France	Grotte d'Aubert (= Grotte de Sandets), Ariäge Department	cave	NULL	1.115	42.958	EPSG: 4326	3595796.987	2248576.323	0.1 km	Francesco Cerasoli	Chappuis P.A., Kiefer F. (1952) CopÇpodes cavernicoles des PyrÇnÇes. Notes BiospÇol., 7: 113-131	1952	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	sandetsi	Speocyclops racovitzai sandetsi			Kiefer, 1954	Speocyclops racovitzai sandetsi Kiefer, 1954	1954
	2178	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	sandetsi	Speocyclops racovitzai sandetsi	Kiefer, 1954	Speocyclops racovitzai sandetsi Kiefer, 1954	1954	France	Poudac de la Baousse, Moulis karst system	NULL	NULL	1.11	42.948	EPSG: 4326	3595268.512	2247522.676	5 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1973) Sur la biologie et ecologie des CopÇpodes Cyclopides hypogÇs (CrustacÇs). Ann. SpÇlÇol., 28(3): 429-502. 28(4): 581-674	1973	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface		Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	sandetsi	Speocyclops racovitzai sandetsi			Kiefer, 1954	Speocyclops racovitzai sandetsi Kiefer, 1954	1954
	2179	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	sandetsi	Speocyclops racovitzai sandetsi	Kiefer, 1954	Speocyclops racovitzai sandetsi Kiefer, 1954	1954	France	'Grotte du Cap de la Bouiche', Moulis, Ariäge Department	cave	NULL	1.119	42.958	EPSG: 4326	3596121.745	2248537.721	0.1 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1973) Sur la biologie et ecologie des CopÇpodes Cyclopides hypogÇs (CrustacÇs). Ann. SpÇlÇol., 28(3): 429-502. 28(4): 581-674	1973	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	sandetsi	Speocyclops racovitzai sandetsi			Kiefer, 1954	Speocyclops racovitzai sandetsi Kiefer, 1954	1954
	2180	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	sandetsi	Speocyclops racovitzai sandetsi	Kiefer, 1954	Speocyclops racovitzai sandetsi Kiefer, 1954	1954	France	Jouan d'Arau spring, Moulis, Ariäge	spring	NULL	1.104	42.943	EPSG: 4326	3594720.001	2247029.696	1 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1973) Sur la biologie et ecologie des CopÇpodes Cyclopides hypogÇs (CrustacÇs). Ann. SpÇlÇol., 28(3): 429-502. 28(4): 581-674	1973	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Spring	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	sandetsi	Speocyclops racovitzai sandetsi			Kiefer, 1954	Speocyclops racovitzai sandetsi Kiefer, 1954	1954
	2181	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	sandetsi	Speocyclops racovitzai sandetsi	Kiefer, 1954	Speocyclops racovitzai sandetsi Kiefer, 1954	1954	France	'Tute de Jovis' cave, Alos commune, Ariäge department	spring	NULL	1.153	42.916	EPSG: 4326	3598370.225	2243582.049	0.1 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1973) Sur la biologie et ecologie des CopÇpodes Cyclopides hypogÇs (CrustacÇs). Ann. SpÇlÇol., 28(3): 429-502. 28(4): 581-674	1973	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Spring	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	sandetsi	Speocyclops racovitzai sandetsi			Kiefer, 1954	Speocyclops racovitzai sandetsi Kiefer, 1954	1954
	2182	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	sandetsi	Speocyclops racovitzai sandetsi	Kiefer, 1954	Speocyclops racovitzai sandetsi Kiefer, 1954	1954	France	Moulis karst system	NULL	NULL	1.099	42.944	EPSG: 4326	3594326.23	2247188.232	Comm.Centr	Francesco Cerasoli	Lescher-MoutouÇ F. (1973) Sur la biologie et ecologie des CopÇpodes Cyclopides hypogÇs (CrustacÇs). Ann. SpÇlÇol., 28(3): 429-502. 28(4): 581-674	1973	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Spring	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	sandetsi	Speocyclops racovitzai sandetsi			Kiefer, 1954	Speocyclops racovitzai sandetsi Kiefer, 1954	1954
	2183	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	sandetsi	Speocyclops racovitzai sandetsi	Kiefer, 1954	Speocyclops racovitzai sandetsi Kiefer, 1954	1954	France	Spring of 'Col de la Marte', Moulis	spring	NULL	1.115	42.937	EPSG: 4326	3595539.832	2246262.279	0.5 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1973) Sur la biologie et ecologie des CopÇpodes Cyclopides hypogÇs (CrustacÇs). Ann. SpÇlÇol., 28(3): 429-502. 28(4): 581-674	1973	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Spring	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	sandetsi	Speocyclops racovitzai sandetsi			Kiefer, 1954	Speocyclops racovitzai sandetsi Kiefer, 1954	1954
	2184	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	sandetsi	Speocyclops racovitzai sandetsi	Kiefer, 1954	Speocyclops racovitzai sandetsi Kiefer, 1954	1954	France	Source de Campet, Moulis, Ariäge	spring	NULL	1.099	42.944	EPSG: 4326	3594326.23	2247188.232	Comm.Centr	Francesco Cerasoli	Lescher-MoutouÇ F. (1973) Sur la biologie et ecologie des CopÇpodes Cyclopides hypogÇs (CrustacÇs). Ann. SpÇlÇol., 28(3): 429-502. 28(4): 581-674	1973	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Spring	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	sandetsi	Speocyclops racovitzai sandetsi			Kiefer, 1954	Speocyclops racovitzai sandetsi Kiefer, 1954	1954
	2185	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	sandetsi	Speocyclops racovitzai sandetsi	Kiefer, 1954	Speocyclops racovitzai sandetsi Kiefer, 1954	1954	France	'La Biäle' spring, Moulis, Ariäge Department	spring	NULL	1.125	42.929	EPSG: 4326	3596254.182	2245284.239	0.1 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1973) Sur la biologie et ecologie des CopÇpodes Cyclopides hypogÇs (CrustacÇs). Ann. SpÇlÇol., 28(3): 429-502. 28(4): 581-674	1973	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Spring	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	sandetsi	Speocyclops racovitzai sandetsi			Kiefer, 1954	Speocyclops racovitzai sandetsi Kiefer, 1954	1954
yes	2186	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	ssp.	Speocyclops racovitzai ssp.	NULL	NULL	NULL	France	Grotte de Montagagne	cave	NULL	1.419	42.986	EPSG: 4326	3620816.381	2248778.541	0.1 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1967) Note sur la biogÇographie et les biotopes du genre Speocyclops dans la rÇgion pyrÇnÇenne. Spelunca MÇm., 5: 277-284	1967	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai		Speocyclops racovitzai ssp.			NULL	NULL	NULL
yes	2187	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	ssp.	Speocyclops racovitzai ssp.	NULL	NULL	NULL	France	Grotte de Suhare	cave	NULL	-0.918	43.138	EPSG: 4326	3433774.486	2290221.081	0.1 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1967) Note sur la biogÇographie et les biotopes du genre Speocyclops dans la rÇgion pyrÇnÇenne. Spelunca MÇm., 5: 277-284	1967	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai		Speocyclops racovitzai ssp.			NULL	NULL	NULL
yes	2188	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	ssp.	Speocyclops racovitzai ssp.	NULL	NULL	NULL	France	Grotte du Tuc d'Audoubert	cave	NULL	1.203	43.033	EPSG: 4326	3603852.055	2255996.669	0.1 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1967) Note sur la biogÇographie et les biotopes du genre Speocyclops dans la rÇgion pyrÇnÇenne. Spelunca MÇm., 5: 277-284	1967	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai		Speocyclops racovitzai ssp.			NULL	NULL	NULL
yes	2189	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	ssp.	Speocyclops racovitzai ssp.	NULL	NULL	NULL	France	Grotte du Portel	cave	NULL	1.539	43.018	EPSG: 4326	3630934.129	2251195.994	0.1 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1967) Note sur la biogÇographie et les biotopes du genre Speocyclops dans la rÇgion pyrÇnÇenne. Spelunca MÇm., 5: 277-284	1967	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai		Speocyclops racovitzai ssp.			NULL	NULL	NULL
yes	2190	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	ssp.	Speocyclops racovitzai ssp.	NULL	NULL	NULL	France	Source de Camarade, Mas-d'Azil	spring	NULL	1.355	43.069	EPSG: 4326	3616610.203	2258526.263	0.1 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1973) Sur la biologie et ecologie des CopÇpodes Cyclopides hypogÇs (CrustacÇs). Ann. SpÇlÇol., 28(3): 429-502. 28(4): 581-674	1973	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Spring	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai		Speocyclops racovitzai ssp.			NULL	NULL	NULL
yes	2191	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	ssp.	Speocyclops racovitzai ssp.	NULL	NULL	NULL	France	Grotte de la Pyramide, Penne, Tarn Department	cave	NULL	1.745	44.087	EPSG: 4326	3659911.713	2367256.925	0.1 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1973) Sur la biologie et ecologie des CopÇpodes Cyclopides hypogÇs (CrustacÇs). Ann. SpÇlÇol., 28(3): 429-502. 28(4): 581-674	1973	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai		Speocyclops racovitzai ssp.			NULL	NULL	NULL
yes	2192	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	ssp.	Speocyclops racovitzai ssp.	NULL	NULL	NULL	France	Grotte d'Aussurucq	cave	NULL	-0.928	43.143	EPSG: 4326	3433043.82	2290888.945	0.1 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1973) Sur la biologie et ecologie des CopÇpodes Cyclopides hypogÇs (CrustacÇs). Ann. SpÇlÇol., 28(3): 429-502. 28(4): 581-674	1973	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai		Speocyclops racovitzai ssp.			NULL	NULL	NULL
yes	2193	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	ssp.	Speocyclops racovitzai ssp.	NULL	NULL	NULL	France	Grotte-aven de Roussario, Penne, Tarn	cave	NULL	1.704	44.07	EPSG: 4326	3656446.469	2365743.969	0.1 km	Francesco Cerasoli	Bou C. (1979) Etude de la faune interstitielle des alluvions du Tarn. Mise en place d'une station d'etude et resultats preliminaires. Bull. Fäd. Tarn SpÇlÇo-ArchÇol., 16:117-129	1979	Pascalis project Database: Europe	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai		Speocyclops racovitzai ssp.			NULL	NULL	NULL
yes	2194	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	ssp.	Speocyclops racovitzai ssp.	NULL	NULL	NULL	France	Grotte d'Izeste	cave	NULL	-0.44	43.095	EPSG: 4326	3471707.029	2279962.733	0.1 km	Francesco Cerasoli	Lescher-MoutouÇ F. (2005) Personal communication	2005	Pascalis project Database: Europe	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai		Speocyclops racovitzai ssp.			NULL	NULL	NULL
yes	2195	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	ssp.	Speocyclops racovitzai ssp.	NULL	NULL	NULL	France	Grotte des Trois-Cloches, Penne commune, Tarn department	cave	NULL	1.745	44.088	EPSG: 4326	3659923.251	2367367.284	0.5 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1967) Note sur la biogÇographie et les biotopes du genre Speocyclops dans la rÇgion pyrÇnÇenne. Spelunca MÇm., 5: 277-284	1967	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai		Speocyclops racovitzai ssp.			NULL	NULL	NULL
yes	2196	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	ssp.	Speocyclops racovitzai ssp.	NULL	NULL	NULL	France	'Grotte-rÇsurgence des Cent-Fonts',Causse-de-la-Selle commune, Härault Dept.	spring	Karst:saturated	3.624	43.759	EPSG: 4326	3806994.69	2316285.082	0.5 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1967) Note sur la biogÇographie et les biotopes du genre Speocyclops dans la rÇgion pyrÇnÇenne. Spelunca MÇm., 5: 277-284	1967	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Spring	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai		Speocyclops racovitzai ssp.			NULL	NULL	NULL
yes	2197	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	ssp.	Speocyclops racovitzai ssp.	NULL	NULL	NULL	France	'Grotte de la Nive', BÇhÇrobie, EstÇrenáuby commune, PyrÇnÇes-Atlantiques dept.	cave	NULL	-1.196	43.063	EPSG: 4326	3410212.975	2285309.993	1 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1967) Note sur la biogÇographie et les biotopes du genre Speocyclops dans la rÇgion pyrÇnÇenne. Spelunca MÇm., 5: 277-284	1967	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai		Speocyclops racovitzai ssp.			NULL	NULL	NULL
yes	2198	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	ssp.	Speocyclops racovitzai ssp.	NULL	NULL	NULL	France	TinÇe river, Saint-Sauveur-sur-TinÇe commune, Alpes-Maritimes Dept.	hyporheic	Aquifer in unconsolidated sediments:hyporeic	7.105	44.081	EPSG: 4326	4088665.284	2334602.307	0.1 km	Francesco Cerasoli	Dole-Olivier M.-J., Mardin D. (2011) ATBI Mercantour samples 2009-2010	2011	ATBI Mercantour Database, France, 2009-2010	M.-J. Dole-Olivier, D. Martin: Lyon, France	Aquatic, Freshwater, Subsurface, Aquifer, Saturated, Hyporheic Zone	Hyporheic Zone	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai		Speocyclops racovitzai ssp.			NULL	NULL	NULL
yes	2199	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	ssp.	Speocyclops racovitzai ssp.	NULL	NULL	NULL	France	VallÇe d'Aure, Tunnel SNCF	NULL	NULL	0.377	42.95	EPSG: 4326	3535814.249	2255114.162	1 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1967) Note sur la biogÇographie et les biotopes du genre Speocyclops dans la rÇgion pyrÇnÇenne. Spelunca MÇm., 5: 277-284	1967	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Artificial gallery	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai		Speocyclops racovitzai ssp.			NULL	NULL	NULL
yes	2200	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	ssp.	Speocyclops racovitzai ssp.	NULL	NULL	NULL	France	Gouffre de la Coume Ferrat, Balaguäres	cave	NULL	1.006	42.974	EPSG: 4326	3587146.626	2251397.768	1 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1973) Sur la biologie et ecologie des CopÇpodes Cyclopides hypogÇs (CrustacÇs). Ann. SpÇlÇol., 28(3): 429-502. 28(4): 581-674	1973	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai		Speocyclops racovitzai ssp.			NULL	NULL	NULL
yes	2201	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	ssp.	Speocyclops racovitzai ssp.	NULL	NULL	NULL	France	Grotte de l'Estelas	cave	NULL	1.041	42.985	EPSG: 4326	3590122.874	2252268.572	1 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1973) Sur la biologie et ecologie des CopÇpodes Cyclopides hypogÇs (CrustacÇs). Ann. SpÇlÇol., 28(3): 429-502. 28(4): 581-674	1973	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai		Speocyclops racovitzai ssp.			NULL	NULL	NULL
yes	2202	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	ssp.	Speocyclops racovitzai ssp.	NULL	NULL	NULL	France	Grotte de Rieufourcant	cave	NULL	1.934	42.884	EPSG: 4326	3661515.675	2232872.814	1 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1967) Note sur la biogÇographie et les biotopes du genre Speocyclops dans la rÇgion pyrÇnÇenne. Spelunca MÇm., 5: 277-284	1967	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai		Speocyclops racovitzai ssp.			NULL	NULL	NULL
yes	2203	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	ssp.	Speocyclops racovitzai ssp.	NULL	NULL	NULL	France	Source de Rieupregon	spring	NULL	1.403	42.906	EPSG: 4326	3618569.354	2240109.477	1 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1973) Sur la biologie et ecologie des CopÇpodes Cyclopides hypogÇs (CrustacÇs). Ann. SpÇlÇol., 28(3): 429-502. 28(4): 581-674	1973	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Spring	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai		Speocyclops racovitzai ssp.			NULL	NULL	NULL
yes	2204	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	ssp.	Speocyclops racovitzai ssp.	NULL	NULL	NULL	France	'Grotte-aven de Pouzergues', Penne commune, Tarn Dept.	cave	NULL	1.702	44.078	EPSG: 4326	3656379.77	2366644.545	0.5 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1967) Note sur la biogÇographie et les biotopes du genre Speocyclops dans la rÇgion pyrÇnÇenne. Spelunca MÇm., 5: 277-284	1967	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai		Speocyclops racovitzai ssp.			NULL	NULL	NULL
yes	2205	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	ssp.	Speocyclops racovitzai ssp.	NULL	NULL	NULL	France	Source dans la vallÇe de Carbalasse	spring	NULL	1.155	42.971	EPSG: 4326	3599203.174	2249623.675	2 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1973) Sur la biologie et ecologie des CopÇpodes Cyclopides hypogÇs (CrustacÇs). Ann. SpÇlÇol., 28(3): 429-502. 28(4): 581-674	1973	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer	Spring	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai		Speocyclops racovitzai ssp.			NULL	NULL	NULL
yes	2206	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai	ssp.	Speocyclops racovitzai ssp.	NULL	NULL	NULL	France	Grotte des Chävres, Col d'Oxibar	cave	NULL	-0.934	43.105	EPSG: 4326	3431986.696	2286783.368	2 km	Francesco Cerasoli	Lescher-MoutouÇ F. (1967) Note sur la biogÇographie et les biotopes du genre Speocyclops dans la rÇgion pyrÇnÇenne. Spelunca MÇm., 5: 277-284	1967	Literature: F. Stoch	NULL	Aquatic, Freshwater, Subsurface, Aquifer, Karst	Cave	Cyclopoida	Cyclopidae	Cyclopinae	Speocyclops	NULL	racovitzai		Speocyclops racovitzai ssp.			NULL	NULL	NULL
