Data_Set	Person_DataEntry	Site_replicate	site_code	site_name	latitude	longitude	coord_precision	altitude	country	locality	site_comments	sampling_date	sampling_participants	sampling_methods	sampling_fixatives	sampling_target	habitat	access_points	sampling_comments	sampling_id	taxon_name	unclassified	taxon_rank	family	genus	specific_epithet	Subspecies	tax_id_confer	tax_id_addendum	identified_on_date	identified_by	verbatim_identification	specimen_quantity	content_description	type_status	occurrence_comments	occurrence_id	data_repository	collection	pub_DOI	pub_authors	pub_year	pub_title	pub_journal	pub_verbatim	gene	seq_specimen_identifier	accession_number	MOTU	sequence_id	seq_comments	
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_154 - 79 - A_79	48,1957627965725	16,474576487546	<100m		AT		Precision Precise Province: Wien	16/11/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							2				HBTC0351	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_154 - 79 - S_79	48,1957627965725	16,474576487546	<100m		AT		Precision Precise Province: Wien	23/03/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							9				HBTC0397	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_17_4 - 68 - A_68	48,273916053078	16,4779716570534	<100m		AT		Precision Precise Province: Wien	02/11/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							29				HBTC0346	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_17_4 - 68 - S_68	48,273916053078	16,4779716570534	<100m		AT		Precision Precise Province: Wien	06/04/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							9				HBTC0391	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_211 - 82 - A_82	48,2027452484967	16,4536400874302	<100m		AT		Precision Precise Province: Wien	30/11/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				HBTC0352	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_221 - 85 - A_85	48,2149385379424	16,4477628653681	<100m		AT		Precision Precise Province: Wien	16/11/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							6				HBTC0353	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_240 - 87 - A_87	48,2507804739254	16,5149399654096	<100m		AT		Precision Precise Province: Wien	03/11/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				HBTC0354	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_240 - 87 - S_87	48,2507804739254	16,5149399654096	<100m		AT		Precision Precise Province: Wien	04/04/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							2				HBTC0398	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_246 - 88 - A_88	48,2407465854143	16,5475535165874	<100m		AT		Precision Precise Province: Wien	03/11/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							8				HBTC0355	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_246 - 88 - S_88	48,2407465854143	16,5475535165874	<100m		AT		Precision Precise Province: Wien	23/03/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							6				HBTC0399	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_249 - 89 - A_89	48,251848957164	16,4628037788627	<100m		AT		Precision Precise Province: Wien	08/11/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							7				HBTC0356	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_249 - 89 - S_89	48,251848957164	16,4628037788627	<100m		AT		Precision Precise Province: Wien	12/04/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							3				HBTC0400	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_251 - 90 - S_90	48,2233029740296	16,4361960657415	<100m		AT		Precision Precise Province: Wien	13/04/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				HBTC0401	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_257 - 91 - A_91	48,2425172750806	16,4315321051436	<100m		AT		Precision Precise Province: Wien	15/11/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				HBTC0357	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_257 - 91 - S_91	48,2425172750806	16,4315321051436	<100m		AT		Precision Precise Province: Wien	13/04/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				HBTC0402	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_264 - 93 - A_93	48,259571891247	16,4750483559107	<100m		AT		Precision Precise Province: Wien	02/11/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							6				HBTC0358	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_264 - 93 - S_93	48,259571891247	16,4750483559107	<100m		AT		Precision Precise Province: Wien	06/04/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				HBTC0403	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_32 - 94 - A_94	48,2325708620272	16,496246726279	<100m		AT		Precision Precise Province: Wien	13/10/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							9				HBTC0359	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_32 - 94 - S_94	48,2325708620272	16,496246726279	<100m		AT		Precision Precise Province: Wien	08/03/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							2				HBTC0404	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_44_11 - 69 - A_69	48,2215516592606	16,4445069649343	<100m		AT		Precision Precise Province: Wien	11/10/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							8				HBTC0347	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_52 - 95 - A_95	48,2641239266876	16,5386652026237	<100m		AT		Precision Precise Province: Wien	03/11/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							3				HBTC0360	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_52 - 95 - S_95	48,2641239266876	16,5386652026237	<100m		AT		Precision Precise Province: Wien	04/04/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							3				HBTC0405	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_53_21 - 71 - A_71	48,2291863077698	16,4134829894463	<100m		AT		Precision Precise Province: Wien	08/11/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				HBTC0348	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_53_21 - 71 - S_71	48,2291863077698	16,4134829894463	<100m		AT		Precision Precise Province: Wien	13/04/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				HBTC0392	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_57 - 96 - A_96	48,2247481066005	16,5330455419272	<100m		AT		Precision Precise Province: Wien	15/11/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							3				HBTC0361	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_58_24 - 73 - A_73	48,1874345143649	16,5130004540354	<100m		AT		Precision Precise Province: Wien	22/11/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							4				HBTC0349	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_58_24 - 73 - S_73	48,1874345143649	16,5130004540354	<100m		AT		Precision Precise Province: Wien	21/03/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							20				HBTC0393	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_7_2 - 75 - A_75	48,2590625875601	16,5011296226432	<100m		AT		Precision Precise Province: Wien	03/11/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							4				HBTC0350	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_7_2 - 75 - S_75	48,2590625875601	16,5011296226432	<100m		AT		Precision Precise Province: Wien	04/04/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							3				HBTC0394	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			22_98 - 101 - S_101	48,2397485103458	16,4545010677099	<100m		AT		Precision Precise Province: Wien	06/04/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							2				HBTC0406	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Christoph Novotny			22-154 - Obere Lobau	48,1957628	16,4745765	<100m		AT		Precision Precise Province: Niederösterreich	2024					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus sp. 		Genus	Asellidae	Proasellus	sp.							2				STYA1463	Project: Stygofauna Austriaca - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			224 - Thalgau, Bahnhof	47,84163	13,252546	<10km		AT		Precision Set close to Thalgau center Province: Salzburg	1953					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus											STYA1311	Literature			Priesel-Dichtl G	1959	Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland.	Archiv fur Hydrobiologie	Priesel-Dichtl G (1959) Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland. Archiv fur Hydrobiologie 55: 281–370.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			2580 - 13 - A_13	48,2241398185784	16,4762127154088	<100m		AT		Precision Precise Province: Wien	15/11/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				HBTC0333	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			2580 - 13 - S_13	48,2241398185784	16,4762127154088	<100m		AT		Precision Precise Province: Wien	12/04/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				HBTC0383	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			34 - Niederalm 55	47,729025889379	13,0613766689941	<10km		AT		Precision Set close to Gemeindezentrum Niederalm, Salzburg Province: Salzburg	1950					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus cavaticus 		Species	Asellidae	Proasellus	cavaticus											STYA1280	Literature			Priesel-Dichtl G	1959	Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland.	Archiv fur Hydrobiologie	Priesel-Dichtl G (1959) Die Grundwasserfauna im Salzburger Becken und im anschließenden Alpenvorland. Archiv fur Hydrobiologie 55: 281–370.							
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			3509_2 - 111 - A_111	48,2092489388957	16,3695733828001	<100m		AT		Precision Precise Province: Wien	20/10/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				HBTC0363	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			3509_2 - 111 - S_111	48,2092489388957	16,3695733828001	<100m		AT		Precision Precise Province: Wien	15/03/2022					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							1				HBTC0408	Project: Heat below the city - University of Vienna														
Groundwater Asellidae of Austria (C. Englisch,T. Gall-Andreici, C. Griebler, M. Hämmerle, C. Novotny, R. Veits)	Constanze Englisch			3522_1_B1 - 112 - A_112	48,2073136110166	16,3752331132934	<100m		AT		Precision Precise Province: Wien	24/11/2021					Aquatic, Freshwater, Subsurface, Aquifer	Well			Proasellus slavus 		Species	Asellidae	Proasellus	slavus							3				HBTC0364	Project: Heat below the city - University of Vienna														
