code	year	verbatim	authors	journal	title
Toft_et_al_2002_J_Crust_Biol_22_1_190_200	2002	Toft J.D., Cordell J.R., Fields W.C. 2002. New records of crustaceans (Amphipoda, Isopoda) in the Sacramento San Joaquin Detla, California, and application of criteria for introduced species. Journal of Crustacean Biology, 22(1), 190-200.	Toft J.D., Cordell J.R., Fields W.C.	Journal of Crustacean Biology	New records of crustaceans (Amphipoda, Isopoda) in the Sacramento San Joaquin Detla, California, and application of criteria for introduced species
Dearolf_1953_Proc_Pennsylvania_Acad_Sc_27_225_241	1953	Dearolf K. 1953. The invertebrates of 75 caves in the United States. Proceedings of the Pennsylvania Academy of Science, 27, 225-241.	Dearolf K.	Proceedings of the Pennsylvania Academy of Science	The invertebrates of 75 caves in the United States
Mohr_Poulson_1966_Life_Cave_232_pp	1966	Mohr C.E., Poulson T.L. 1966. The life of the cave. Our Living World of Nature Series, New York, McGraw Hill, 232 pp. 	Mohr C.E., Poulson T.L.	Our Living World of Nature Series, New York, McGraw Hill	The life of the cave. , 232 pp
Turbanov_et_al_2016_Zool_zhurnal_95_10_1136_1159	2016	Turbanov I.S., Palatov D.M., Golovatch S.I. 2016. The state of the art of biospeleology in Russia and other countries of the former Soviet Union: A review of the cave (endogean) invertebrate fauna. I. Introduction. Crustacea. Zoologicheskii zhurnal, 95(10), 1136-1159 (in Russian, Entomological Review, 96 (7), 926-963).	Turbanov I.S., Palatov D.M., Golovatch S.I.	Zoologicheskii zhurnal, 95(10), 1136-1159 (in Russian, Entomological Review	The state of the art of biospeleology in Russia and other countries of the former Soviet Union: A review of the cave (endogean) invertebrate fauna. I. Introduction. Crustacea
Steeves_Holsinger_1968_Am_Mid_Nat_80_1_75_83	1968	Steeves H.R., Holsinger J.R. 1968. Biology of three new species of troglobitic asellids from Tennessee. The American Midland Naturalist, 80(1), 75-83.	Steeves H.R., Holsinger J.R.	The American Midland Naturalist	Biology of three new species of troglobitic asellids from Tennessee
Steeves_1968_Am_Mid_Nat_79_183_188	1968	Steeves H.R. III. 1968. Three new species of troglobitic asellids from Texas. American Midland Naturalist, 79, 183-188.	Steeves H.R. III.	American Midland Naturalist	Three new species of troglobitic asellids from Texas
Steeves_1963_Am_Mid_Nat_69_2_470_481	1963	Steeves H.R. 1963. The troglobitic asellids of the United States: the Stygius Group. American Midland Naturalist, 69(2), 470-481.	Steeves H.R.	American Midland Naturalist	The troglobitic asellids of the United States: the Stygius Group
Sokolova_Palatov_2015_Kostromskoy_Print_House_76_79	2015	Sokolova A.M., Palatov D.M. 2015. Stygobiont fauna of the Black Sea coast in the environs of Tuapse. Materialy vserossiyskoy molodezhnoy konferentsii Biospeleologiya Kavkaza i drugikh rayonov Rossii. Kostroma: Kostromskoy Printing House. pp. 76-79 (in Russian)	Sokolova A.M., Palatov D.M.	76-79 (in Russian	Stygobiont fauna of the Black Sea coast in the environs of Tuapse. Materialy vserossiyskoy molodezhnoy konferentsii Biospeleologiya Kavkaza i drugikh rayonov Rossii. Kostroma: Kostromskoy Printing House. pp
Sidorov_Prevorcnik_2016_Arthrop_Selec_25_2_157_169	2016	Sidorov D.A., Prevorcnik S. 2016. A review of the genus Asellus E.L. Geoffroy, 1762 (Crustacea: Isopoda: Asellidae) from the Asian part of Russia, with description of plesiomorphic A. turanaicus sp.n. Arthropoda Selecta, 25(2), 157?169.	Sidorov D.A., Prevorcnik S.	Arthropoda Selecta	A review of the genus Asellus E.L. Geoffroy, 1762 (Crustacea: Isopoda: Asellidae) from the Asian part of Russia, with description of plesiomorphic A. turanaicus sp.n. , 25(2), 157?
Sidorov_2005_Vlad_Levan_Bie_Mem_Meet_255_274	2005	Sidorov D.A. 2005. Freshwater lice fauna (Crustacea, Isopoda, Asellidae) of far east and adjacent lands. Makarchenko E.A. et al. (eds.). Vladimir Y. Levanidov s Biennial Memorial Meetings. Vladivostok: Dalnauka. pp. 255?274 [in Russian, with English summary].	Sidorov D.A.	255?274 [in Russian, with English summary]	Freshwater lice fauna (Crustacea, Isopoda, Asellidae) of far east and adjacent lands. Makarchenko E.A. et al. (eds.). Vladimir Y. Levanidov s Biennial Memorial Meetings. Vladivostok: Dalnauka. pp
Rocha_Ramirez_Penaloza_2011_Crustaceana_84_1_93_106	2011	Rocha Ramirez A., Penaloza Daniel A. 2011. Caecidotea xochimilca (Isopoda, Asellidae), a new species from lake xochimilco, Mexico, with a key to mexican metazoan species of the genus Caecidotea. Crustaceana, 84(1), 93-106.	Rocha Ramirez A., Penaloza Daniel A.	Crustaceana	Caecidotea xochimilca (Isopoda, Asellidae), a new species from lake xochimilco, Mexico, with a key to mexican metazoan species of the genus Caecidotea
Rocha_Ramírez_et_al_2009_Rev_Mex_Biodiv_80_615_631	2009	Rocha-Ramírez A., Alvarez F., Alcocer J., Chavez-Lopez R., Escobar-Briones E. 2009. Lista anotada de los isopodos acuaticos epicontinentales de Mexico (Crustacea: Isopoda). Revista Mexicana de Biodiversidad, 80, 615- 631.	Rocha-Ramírez A., Alvarez F., Alcocer J., Chavez-Lopez R., Escobar-Briones E.	Revista Mexicana de Biodiversidad	Lista anotada de los isopodos acuaticos epicontinentales de Mexico (Crustacea: Isopoda)
Richardson_1901_Proc_U_S_Nat_Mus_23_1222_493_579	1901	Richardson H.R. 1901. Key to the isopods of the atlantic coast of North America with descriptions of new and little known species. Proceedings of the United Slates National Museum, 23(1222), 493-579.	Richardson H.R.	Proceedings of the United Slates National Museum	Key to the isopods of the atlantic coast of North America with descriptions of new and little known species
Packard_1873_Fif_An_Rep_Peabody_Acad_Sc_Yr_1872_93_97	1873	Packard A.S. 1873. On the cave fauna of Indiana. Fifth Annual Report of the Peabody Academy of Science for the Year 1872, pp. 93-97.	Packard A.S.	Fifth Annual Report of the Peabody Academy of Science for the Year	On the cave fauna of Indiana.  1872, pp
Novakovic_et_al_2015_Water_Res_Mngt_5_2_43_46	2015	Novakovic B., Ilic M., Kracun-Kolarevic M., Tubic B., Marinkovic N., Duknic J., Markovic V. 2015. Recent distribution of the freshwater crustacean Asellus Aquaticus (Linnaeus, 1758) (Isopoda; Crustacea) in Serbia (2007-2013 Period). Water Research and Management, 5(2), 43-46.	Novakovic B., Ilic M., Kracun-Kolarevic M., Tubic B., Marinkovic N., Duknic J., Markovic V.	Water Research and Management	Recent distribution of the freshwater crustacean Asellus Aquaticus (Linnaeus, 1758) (Isopoda; Crustacea) in Serbia (2007-2013 Period)
Mitchell_Reddell_1971_Nat_Hist_Texas_Caves_35_91	1971	Mitchell R.W., Reddell J.R. 1971. The invertebrate fauna of Texas caves. Pp. 35-91 in E. L. Lundelius, B. Slaughter, eds., Natural History of Texas Caves. Gulf Natural History, Dallas.	Mitchell R.W., Reddell J.R.	Gulf Natural History, Dallas	The invertebrate fauna of Texas caves. Pp. 35-91 in E. L. Lundelius, B. Slaughter, eds., Natural History of Texas Caves
Minckley_1963_Wildlife_Monograph_11_1_12	1963	Minckley W.L. 1963. The ecology of a spring stream, Doe Run, Meade County, Kentucky. Wildlife Monographs, 11, 1-12.	Minckley W.L.	Wildlife Monographs	The ecology of a spring stream, Doe Run, Meade County, Kentucky
Miller_1974_Missouri_Speleol_14_3_13_21	1974	Miller C. 1974. Comparisons of aquatic micro-habitats in a Cave. Missouri Speleology, 14(3), 13-21.	Miller C.	Missouri Speleology	Comparisons of aquatic micro-habitats in a Cave
Mackin_Hubricht_1940_Transac_Am_Microscop_Soc_59_3_383_397	1940	Mackin J.G., Hubricht L. 1940. Descriptions of seven new Species of Caecidotea (Isopoda, Asellidae) from the central United States. Transactions of the American Microscopical Society, 59(3), 383-397.	Mackin J.G., Hubricht L.	Transactions of the American Microscopical Society	Descriptions of seven new Species of Caecidotea (Isopoda, Asellidae) from the central United States
Lewis_Martin_Wetzer_2003_Proc_Biol_Soc_Washington_116_1_190_197	2003	Lewis J.J., Martin J.W., Wetzer R. 2003. Columbasellus acheron, a new genus and species of subterranean isopod from Washington (Crustacea: Isopoda: Asellidae). Proceedings of the Biological Society of Washington, 116(1), 190-197.	Lewis J.J., Martin J.W., Wetzer R.	Proceedings of the Biological Society of Washington	Columbasellus acheron, a new genus and species of subterranean isopod from Washington (Crustacea: Isopoda: Asellidae)
Lewis_Bowman_1996_Proc_Biol_Soc_Washington_109_3_482_500	1996	Lewis J. J., Bowman T.E. 1996. The subterranean asellids of Texas (Crustacea: Isopoda: Asellidae). Proceedings of the Biological Society of Washington, 109(3), 482-500.	Lewis J. J., Bowman T.E.	Proceedings of the Biological Society of Washington	The subterranean asellids of Texas (Crustacea: Isopoda: Asellidae)
Lewis_1982_Proc_Biol_Soc_Washington_95_2_338_346	1982	Lewis J.J. 1982. A diagnosis of the Hobbsi group, with descriptions of Caecidotea teresae n. sp. and C. macropropoda Chase and Blair (Crustacea: Isopoda: Asellidae). Proceedings of the Biological Society of Washington, 95(2), 338-346.	Lewis J.J.	Proceedings of the Biological Society of Washington	A diagnosis of the Hobbsi group, with descriptions of Caecidotea teresae n. sp. and C. macropropoda Chase and Blair (Crustacea: Isopoda: Asellidae)
Lewis_1974_Missouri_Speleol_14_4_1_19	1974	Lewis, J.J. 1974. The Invertebrate fauna of Mystery Cave, Perry County, Missouri. Missouri Speleology, 14(4), 1-19.	Lewis, J.J.	Missouri Speleology	The Invertebrate fauna of Mystery Cave, Perry County, Missouri
Golovatch_et_al_2018_Invert_Zool_15_2_153_213	2018	Golovatch S.I., Palatov D.M., Turbanov I.S., Kniss V.A., Gazaryan S., Snit ko V.P., Decu V., Juberthie Ch., Nazareanu G. 2018. Subterranean biota of the European part of Russia: a review. Invert. Zool., 15(2), 153-213. doi: 10.15298/invertzool.15.2.01	Golovatch S.I., Palatov D.M., Turbanov I.S., Kniss V.A., Gazaryan S., Snit ko V.P., Decu V., Juberthie Ch., Nazareanu G.	15298/invertzool	Subterranean biota of the European part of Russia: a review. Invert. Zool., 15(2), 153-213. doi: 10..15.2
Escobar_Briones_Alcocer_2002_Hydrobiologia_477_93_105	2002	Escobar-Briones E., Alcocer J. 2002. Caecidotea williamsi (Crustacea: Isopoda: Asellidae), a new species from a saline crater-lake in the eastern Mexican Plateau. Hydrobiologia, 477, 93?105.	Escobar-Briones E., Alcocer J.	Hydrobiologia	Caecidotea williamsi (Crustacea: Isopoda: Asellidae), a new species from a saline crater-lake in the eastern Mexican Plateau. , 477, 93?
Clifford_1966_Invest_Indiana_Lakes_Streams_7_2_57_98	1966	Clifford H. F. 1966. The Ecology of Invertebrates in an Intermittent Stream. Investigations of Indiana Lakes and Streams, 7(2), 57-98.	Clifford H. F.	Investigations of Indiana Lakes and Streams	The Ecology of Invertebrates in an Intermittent Stream
Blatchley_1896_21_An_Rep_Indiana_Dpt_Geol_Nat_Resour_121_212	1896	Blatchley W. S. 1896. Indiana caves and their Fauna. In Twenty-first Annual Report of the Indiana Department of Geology and Natural Resources, pages 121-212, plates 4-13. Bloomington.	Blatchley W. S.	Bloomington	Indiana caves and their Fauna. In Twenty-first Annual Report of the Indiana Department of Geology and Natural Resources, pages 121-212, plates 4-13
Chappuis_1950_Arch_Zool_Exp_Gen_87_3_177_182	1946	Chappuis P.A. 1950. Biospeologica 71: Campagne speologique de C. Bolivar et R. Jeannel dans l'Amerique du Nord (1928), 13, Asellides. Archives de Zoologie Experimentale et Generale, 87(3), 177-182.	Chappuis P.A.	Archives de Zoologie Experimentale et Generale	1950. Biospeologica 71: Campagne speologique de C. Bolivar et R. Jeannel dans l'Amerique du Nord (1928), 13, Asellides
Estes_Holsinger_1976_Proc_Biol_Soc_Washington_89_481_490	1976	Estes J.A., Holsinger J.R. 1976. A second troglobitic species of the genus Lirceus (Isopoda, Asellidae) from Southwestern Virginia.Proceedings of the Biological Society of Washington, 89, 481-490.	Estes J.A., Holsinger J.R.	Proceedings of the Biological Society of Washington	A second troglobitic species of the genus Lirceus (Isopoda, Asellidae) from Southwestern Virginia
Packard_1871_Am_Nat_5_12_739_761	1871	Packard A.S. 1871. On the Crustaceans and Insects. In A. S. Packard and F. W. Putnam, editors, The Mammoth Cave and Its Inhabitants, pages 744-761. American Naturalist, 5(12), 739-761.	Packard A.S.	American Naturalist	On the Crustaceans and Insects. In A. S. Packard and F. W. Putnam, editors, The Mammoth Cave and Its Inhabitants, pages 744-761
Cope_1872_Am_Nat_6_7_406_422	1872	Cope, E.D. 1872. On the Wyandotte Cave and Its Fauna. American Naturalist, 6(7), 406-422.	Cope, E.D.	American Naturalist	On the Wyandotte Cave and Its Fauna
Banta_1907_Carnegie_Inst_Washington_Pub_67_1_114	1907	Banta, A.M. 1907. The Fauna of Mayfield's Cave. Carnegie Institute of Washington Publications, 67, 1-114.	Banta, A.M.	Carnegie Institute of Washington Publications	The Fauna of Mayfield's Cave
Lewis_1999_Pro_Biol_Soc_Washington_112_1_175_180	1999	Lewis J.J. 1999. Caecidotea simulator, a new subterranean isopod from the Ozark Springfield Plain (Crustacea: Isopoda: Asellidae). Proceedings of the Biological Society of Washington, 112(1), 175-180.	Lewis J.J.	Proceedings of the Biological Society of Washington	Caecidotea simulator, a new subterranean isopod from the Ozark Springfield Plain (Crustacea: Isopoda: Asellidae)
Mackin_Hubricht_1940_Trans_Am_Microscop_Soc_59_3_383_397	1940	Mackin, J.G., Hubricht L. 1940. Descriptions of seven new species of Caecidotea (Isopoda, Asellidae) from the central United States. Transactions of the American Microscopical Society, 59(3), 383-397.	Mackin, J.G., Hubricht L.	Transactions of the American Microscopical Society	Descriptions of seven new species of Caecidotea (Isopoda, Asellidae) from the central United States
Chappuis_1957_Notes_Biospeol_12_37_43	1957	Chappuis P.A. 1957. Un Asellide nouveau de l'Amerique du Nord. Notes Biospeologiques, 12, 37-43	Chappuis P.A.	Notes Biospeologiques	Un Asellide nouveau de l'Amerique du Nord
Steeves_1966_Am_Midland_Natur_75_2_392_403	1966	Steeves, H.R. 1966. Evolutionary aspects of the troglobitic asellids of the United States: The Hobbsi, Stygius, and Cannulus Groups. American Midland Naturalist, 75, 2, 392-403	Steeves, H.R.	American Midland Naturalist	Evolutionary aspects of the troglobitic asellids of the United States: The Hobbsi, Stygius, and Cannulus Groups
Creaser_1931_Occas_Papers_Mus_Zool_Univ_Michigan_222_1_7	1931	Creaser, E. P. 1931. A New Blind Isopod of the Genus Caecidotea, from a Missouri Cave. Occasional Papers of the Museum of Zoology, University of Michigan, 222, 1-7.	Creaser, E. P.	Occasional Papers of the Museum of Zoology, University of Michigan	A New Blind Isopod of the Genus Caecidotea, from a Missouri Cave
Bowman_1975_Int_J_Speleol_7_339_356	1975	Bowman T.E. 1975. Three new troglobitic Asellids from Western North America (Crustacea: lsopoda: Asellidae). International Journal of Speleology, 7, 339-356.	Bowman T.E.	International Journal of Speleology	Three new troglobitic Asellids from Western North America (Crustacea: lsopoda: Asellidae)
Saclier_et_al_2019_Unpublished_Data	2019	Saclier N., Chardon P., Malard F., Konecny-Dupré L., Eme D., Bellec A., Duret L., Lefébure T., Douady C.J. 2019. Natural bedrock radioactivity influences the rate and spectrum of mutation. Manuscript in preparation	Saclier N., Chardon P., Malard F., Konecny-Dupré L., Eme D., Bellec A., Duret L., Lefébure T., Douady C.J.	Manuscript in preparation	Natural bedrock radioactivity influences the rate and spectrum of mutation
Lewis_2018_Unpublished_data	2018	Lewis J. J. 2018. Unpublished data	Lewis J. J.	Unpublished data	
Fong_2018_Unpublished_data	2018	Fong D. 2018. Unpublished data. US subterranean biodiversity site database	Fong D.	US subterranean biodiversity site database	Unpublished data
Culver_2018_Unpublished_data	2018	Culver D. C. 2018. Unpublished data. US subterranean biodiversity county database	Culver D. C.	US subterranean biodiversity county database	Unpublished data
Williams_1970_Smith_Contrib_Zool_49_1_80	1970	Williams W. D. 1970. A Revision of north american epigean species of Asellus (Crustacea: lsopoda). Smithsonian contributions to zoology, 49, 1-80.	Williams W. D.	Smithsonian contributions to zoology	A Revision of north american epigean species of Asellus (Crustacea: lsopoda)
Modlin_1986_Proc_Biol_Soc_Washington_99_2_316_322	1986	Modlin R. 1986. Caecidotea dauphina, a new subterranean isopod from a barrier island in the northern Gulf of Mexico (Crustacea: Isopoda: Asellidae). Proceedings of the Biological Society of Washington, 99(2), 316-322.	Modlin R.	Proceedings of the Biological Society of Washington	Caecidotea dauphina, a new subterranean isopod from a barrier island in the northern Gulf of Mexico (Crustacea: Isopoda: Asellidae)
Lewis_Bowman_1981_Smith_Contrib_Zool_335_1_66	1981	Lewis J. J., Bowman T. E. 1981. The subterranean asellids (Caecidotea) of Illinois (Crustacea: Isopoda: Asellidae). Smithsonian Contributions to Zoology, 335, 1-66. https://doi.org/10.5479/si.00810282.335	Lewis J. J., Bowman T. E.	5479/si	The subterranean asellids (Caecidotea) of Illinois (Crustacea: Isopoda: Asellidae). Smithsonian Contributions to Zoology, 335, 1-66. https://doi.org/10..00810282
Lewis_et_al_2006_Proc_Biol_Soc_Washington_119_4_563_575	2006	Lewis J. J., Graening G. O., Fenolio D. B., Bergey E. A. 2006. Caecidotea mackini, new species, with a synopsis of the subterranean asellids of Oklahoma (Crustacea: Isopoda: Asellidae). Proceedings of the Biological Society of Washington, 119(4), 563-575.	Lewis J. J., Graening G. O., Fenolio D. B., Bergey E. A.	Proceedings of the Biological Society of Washington	Caecidotea mackini, new species, with a synopsis of the subterranean asellids of Oklahoma (Crustacea: Isopoda: Asellidae)
Lewis_et_al_2011_Zootaxa_2769_54_64	2011	Lewis J. J., Bowman T. E., Feller D. J. 2011. A synopsis of the subterranean asellids of Maryland, U.S.A., with description of Caecidotea alleghenyensis, new species (Crustacea: Isopoda: Asellota). Zootaxa, 2769, 54-64.	Lewis J. J., Bowman T. E., Feller D. J.	Zootaxa	A synopsis of the subterranean asellids of Maryland, U.S.A., with description of Caecidotea alleghenyensis, new species (Crustacea: Isopoda: Asellota)
Lewis_Bowman_2010_J_Cave_Karst_Stud_72_2_100_104	2010	Lewis J. J., Bowman T. E. 2010. The subterranean asellids of Maryland: Description of Caecidotea nordeni, new species, and new records of C. holsingeri and C. franzi (Crustacea: Malacostraca: Isopoda). Journal of Cave and Karst Studies, 72(2), 100?104. DOI:10.4311/jcks2009lsc0092	Lewis J. J., Bowman T. E.	4311/jcks2009lsc	The subterranean asellids of Maryland: Description of Caecidotea nordeni, new species, and new records of C. holsingeri and C. franzi (Crustacea: Malacostraca: Isopoda). Journal of Cave and Karst Studies, 72(2), 100?104. DOI:10
Lewis_2013_J_Cave_Karst_Stud_75_1_64_67	2013	Lewis J. J. 2013. Caecidotea insula, a new species of subterranean asellid from lake Erie's south Bass Island, Ohio (Crustacea: Isopoda: Asellidae). Journal of Cave and Karst Studies, 75(1), 64?67.	Lewis J. J.	Journal of Cave and Karst Studies	Caecidotea insula, a new species of subterranean asellid from lake Erie's south Bass Island, Ohio (Crustacea: Isopoda: Asellidae). , 75(1), 64?
Lewis_2015_J_Cave_Karst_Stud_77_2_99_107	2015	Lewis J. J. 2015. The subterranean asellids of Indiana (Isopoda), with the description of Caecidotea dunlaporum, new species. Journal of Cave and Karst Studies, 77(2), 99?107. DOI: 10.4311/2014LSC0111	Lewis J. J.	4311/2014LSC	The subterranean asellids of Indiana (Isopoda), with the description of Caecidotea dunlaporum, new species. Journal of Cave and Karst Studies, 77(2), 99?107. DOI: 10
Bowman_1967_Proc_Biol_Soc_Washington_80_131_140	1967	Bowman T. E. 1967. Asellus kenki, a New Isopod Crustacean from springs in the Eastern United States. Proceedings of the Biological Society of Washington, 80, 131-140.	Bowman T. E.	Proceedings of the Biological Society of Washington	Asellus kenki, a New Isopod Crustacean from springs in the Eastern United States
Clifford_Bergstrom_1976_Can_J_Zool_54_2028_2032	1976	Clifford H. F., Bergstrom G. 1976. The blind aquatic isopod Salmasellus from a cave spring of the Rocky Mountains' eastern slopes, with comments on a Wisconsin refugium. Canadian Journal of Zoology, 54, 2028-2032.	Clifford H. F., Bergstrom G.	Canadian Journal of Zoology	The blind aquatic isopod Salmasellus from a cave spring of the Rocky Mountains' eastern slopes, with comments on a Wisconsin refugium
Elliott_et_al_2017_Proc_California_Acad_Sci_64_1_1_311	2017	Elliott W. R., Reddell J. R., Rudolph D. C., Graening G. O., Briggs T .S., Ubick D., Aalbu R. L., Krejca J., Taylor S. J. 2017. The cave fauna of California. Proceedings of the California Academy of Sciences, 64 (Supp. 1), 1-311.	Elliott W. R., Reddell J. R., Rudolph D. C., Graening G. O., Briggs T .S., Ubick D., Aalbu R. L., Krejca J., Taylor S. J.	Proceedings of the California Academy of Sciences, 64 (Su	The cave fauna of California. pp
Holsinger_Culver_1988_Brimleyana_14_1_162	1988	Holsinger J. R., Culver, D. C. 1988. The invertebrate cave fauna of Virginia and a part of eastern Tennessee. Brimleyana, 14, 1-162.	Holsinger J. R., Culver, D. C.	Brimleyana	The invertebrate cave fauna of Virginia and a part of eastern Tennessee
Koenemann_Holsinger_2001_Beaufortia_51_1_1_56	2001	Koenemann S., Holsinger J. R. 2001. Systematics of the North American subterranean amphipod genus Bactrurus (Crangonyctidae). Beaufortia, 51(1), 1-56.	Koenemann S., Holsinger J. R.	Beaufortia	Systematics of the North American subterranean amphipod genus Bactrurus (Crangonyctidae)
Lewis_2008_Sub_Biol_6_23_30	2008	Lewis J J. 2008. Oregonasellus and Bowmanasellus, two new subterranean isopod genera from the western United States (Crustacea: Isopoda: Asellidae). Subterranean Biology, 6, 23-30.	Lewis J J.	Subterranean Biology	Oregonasellus and Bowmanasellus, two new subterranean isopod genera from the western United States (Crustacea: Isopoda: Asellidae)
Lewis_2001_Texas_Mem_Mus_Speleol_Monogr_5_1_15	2001	Lewis J. J. 2001. Three new species of subterranean asellids from western North America, with a synopsis of the species of the region (Crustacea: Isopoda: Asellidae). Texas Memorial Museum, Speleological Monographs, 5, 1-15.	Lewis J. J.	Texas Memorial Museum, Speleological Monographs	Three new species of subterranean asellids from western North America, with a synopsis of the species of the region (Crustacea: Isopoda: Asellidae)
Lewis_2009_Virginia_Mus_Nat_Hist_Special_Pub_16_Martinsville_VA	2009	Lewis J. J. 2009. Three New Species of Caecidotea, with a Synopsis of the Asellids of Virginia (Crustacea: Isopoda: Asellidae). Pp. 251-266, in S. M. Roble and J. C. Mitchell (eds.), a Lifetime of Contributions to Myriapodology and the Natural History of Virginia: A Festschrift in Honor of Richard L. Hoffman?s 80th Birthday. Virginia Museum of Natural History Special Publication 16, Martinsville, VA.	Lewis J. J.	Virginia Museum of Natural History Special Publication 16, Martinsville, VA	Three New Species of Caecidotea, with a Synopsis of the Asellids of Virginia (Crustacea: Isopoda: Asellidae). Pp. 251-266, in S. M. Roble and J. C. Mitchell (eds.), a Lifetime of Contributions to Myriapodology and the Natural History of Virginia: A Festschrift in Honor of Richard L. Hoffman?s 80th Birthday
Munoz_Alba_Tercedor_1994_Limnetica_10_2_1_7	1994	Munoz C.Z., Alba-Tercedor J. 1994. Asellus aquaticus en la peninsula iberica. Limnetica, 10(2), 1-7.	Munoz C.Z., Alba-Tercedor J.	Limnetica	Asellus aquaticus en la peninsula iberica
De_Bikuna_2017_Unpublished_Data	2017	De_Bikuna B.G. 2017. Unpublished data	De_Bikuna B.G.	Unpublished data	
Sidorov_Holsinger_2007_Crustaceana_80_4_417_430	2007	Sidorov D.A., Holsinger J.R. 2007. Procrangonyx stygoedincus, a new species of subterranean amphipod (Pseudocrangonyctidae) from the Far East of Russia, with remarks on biogeographic relationships. Crustaceana, 80(4), 417-430.	Sidorov D.A., Holsinger J.R.	Crustaceana	Procrangonyx stygoedincus, a new species of subterranean amphipod (Pseudocrangonyctidae) from the Far East of Russia, with remarks on biogeographic relationships
Afonso_1989_Pub_Inst_Zool_Augusto_Nobre_212_1_16	1989	Afonso O. 1989. Un nouvel asellide epige du nord du Portugal Bragasellus cortesi sp. n.(Crustacea, Asellidae). Donnees ecologiques et systematiques. Publicacoes do Instituto de Zoologia Dr Augusto Nobre, 212, 1-16.	Afonso O.	Publicacoes do Instituto de Zoologia Dr Augusto Nobre	Un nouvel asellide epige du nord du Portugal Bragasellus cortesi sp. n.(Crustacea, Asellidae). Donnees ecologiques et systematiques
Afonso_1987_ALGAR_Bol_Soc_Port_Espel_1_39_46	1987	Afonso O. 1987. Un nouveau phreatobie du nord du Portugal: Synasellus bragai n.sp. (Crust. Isopoda Asellidae). ALGAR. Bol. Soc. Port. Espel., 1, 39-46.	Afonso O.	Espel	Un nouveau phreatobie du nord du Portugal: Synasellus bragai n.sp. (Crust. Isopoda Asellidae). ALGAR. Bol. Soc. Port.
Afonso_1978_Pub_Inst_Zool_Augusto_Nobre_140_11_23	1978	Afonso O. 1978. Une nouvelle espece d Isopode troglobie du Portugal. Publicacoes do Instituto de Zoologia Dr Augusto Nobre, 140, 11-23.	Afonso O.	Publicacoes do Instituto de Zoologia Dr Augusto Nobre	Une nouvelle espece d Isopode troglobie du Portugal
Afonso_1984_Pub_Inst_Zool_Augusto_Nobre_185_1_12	1984	Afonso O. 1984. Un nouveau Synasellus (Crust., Isopoda, Asellidae) de la nappe phreatique littorale au sud du Douro. Publicacoes do Instituto de Zoologia Dr Augusto Nobre, 185, 1-12.	Afonso O.	Publicacoes do Instituto de Zoologia Dr Augusto Nobre	Un nouveau Synasellus (Crust., Isopoda, Asellidae) de la nappe phreatique littorale au sud du Douro
Afonso_1984_Pub_Inst_Zool_Augusto_Nobre_187_2_9	1984	Afonso O. 1984. Bragasellus incurvatus sp. n. (Crustacea, Isopoda, Asellidae) nouvelle espece hypogee du Bassin du Douro. Publicacoes do Instituto de Zoologia Dr Augusto Nobre, 187, 2-9.	Afonso O.	Publicacoes do Instituto de Zoologia Dr Augusto Nobre	Bragasellus incurvatus sp. n. (Crustacea, Isopoda, Asellidae) nouvelle espece hypogee du Bassin du Douro
Afonso_1985_Pub_Inst_Zool_Augusto_Nobre_188_1_8	1985	Afonso O. 1985. Un asellide nouveau (Crustacea, Isopoda) de la nappe phreatique du Douro: Synasellus intermedius sp. n. Publicacoes do Instituto de Zoologia Dr Augusto Nobre, 188, 1-8.	Afonso O.	Publicacoes do Instituto de Zoologia Dr Augusto Nobre	Un asellide nouveau (Crustacea, Isopoda) de la nappe phreatique du Douro: Synasellus intermedius sp. n
Afonso_1987_Pub_Inst_Zool_Augusto_Nobre_198_1_61	1987	Afonso O. 1987. Contribution pour la connaissance des rapports entre la qualite de l eau phreatique et les communautes d asellides (Crustacea, Isopoda, Asellota). Publicacoes do Instituto de Zoologia Dr Augusto Nobre, 198, 1?61.	Afonso O.	Publicacoes do Instituto de Zoologia Dr Augusto Nobre	Contribution pour la connaissance des rapports entre la qualite de l eau phreatique et les communautes d asellides (Crustacea, Isopoda, Asellota). , 198, 1?
Afonso_1996_Pub_Inst_Zool_Augusto_Nobre_235_1_14	1996	Afonso O. 1996. Isopodes (Crustacea Asellidae) stygobies du Nord du Portugal. Description de trois nouvelles especes. Publicacoes do Instituto de Zoologia Dr Augusto Nobre, 235, 1-14.	Afonso O.	Publicacoes do Instituto de Zoologia Dr Augusto Nobre	Isopodes (Crustacea Asellidae) stygobies du Nord du Portugal. Description de trois nouvelles especes
Afonso_et_al_1996_Contr_Zool_66_2_109_118	1996	Afonso O., Henry J.-P., Magniez G. 1996. Nouvelles donnees sur le genre Bragasellus (Crustacea: Isopoda: Asellidae). Contributions to Zoology, 66(2), 109-118.	Afonso O., Henry J.-P., Magniez G.	Contributions to Zoology	Nouvelles donnees sur le genre Bragasellus (Crustacea: Isopoda: Asellidae)
Argano_1968_in_Ckmap_2006_database	1968	Argano cited in CKmap 2006 publication	Argano cited in CKmap	Argano cited in CKmap 2006 publication	2006 publication
